Sl.no,date,day_of_week,time,start_time,end_time,availability
3572,16-05-2023,Tuesday,morning,4:00 AM,8:00 AM,available
3573,16-05-2023,Tuesday,forenoon,8:00 AM,12:00 PM,available
3574,16-05-2023,Tuesday,afternoon,12:00 PM,4:00 PM,available
3575,16-05-2023,Tuesday,evening,4:00 PM,8:00 PM,unavailable
3576,16-05-2023,Tuesday,night,8:00 PM,12:00 AM,available
3577,17-05-2023,Wednesday,night,1:00 AM,4:00 AM,unavailable
3578,17-05-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3579,17-05-2023,Wednesday,forenoon,8:00 AM,12:00 PM,available
3580,17-05-2023,Wednesday,afternoon,12:00 PM,4:00 PM,unavailable
3581,17-05-2023,Wednesday,evening,4:00 PM,8:00 PM,available
3582,17-05-2023,Wednesday,night,8:00 PM,12:00 AM,available
3583,18-05-2023,Thursday,night,1:00 AM,4:00 AM,unavailable
3584,18-05-2023,Thursday,morning,4:00 AM,8:00 AM,unavailable
3585,18-05-2023,Thursday,forenoon,8:00 AM,12:00 PM,unavailable
3586,18-05-2023,Thursday,afternoon,12:00 PM,4:00 PM,available
3587,18-05-2023,Thursday,evening,4:00 PM,8:00 PM,available
3588,18-05-2023,Thursday,night,8:00 PM,12:00 AM,unavailable
3589,19-05-2023,Friday,night,1:00 AM,4:00 AM,unavailable
3590,19-05-2023,Friday,morning,4:00 AM,8:00 AM,available
3591,19-05-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3592,19-05-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3593,19-05-2023,Friday,evening,4:00 PM,8:00 PM,unavailable
3594,19-05-2023,Friday,night,8:00 PM,12:00 AM,unavailable
3595,20-05-2023,Saturday,night,1:00 AM,4:00 AM,available
3596,20-05-2023,Saturday,morning,4:00 AM,8:00 AM,unavailable
3597,20-05-2023,Saturday,forenoon,8:00 AM,12:00 PM,available
3598,20-05-2023,Saturday,afternoon,12:00 PM,4:00 PM,unavailable
3599,20-05-2023,Saturday,evening,4:00 PM,8:00 PM,available
3600,20-05-2023,Saturday,night,8:00 PM,12:00 AM,available
3601,21-05-2023,Sunday,night,1:00 AM,4:00 AM,available
3602,21-05-2023,Sunday,morning,4:00 AM,8:00 AM,available
3603,21-05-2023,Sunday,forenoon,8:00 AM,12:00 PM,available
3604,21-05-2023,Sunday,afternoon,12:00 PM,4:00 PM,unavailable
3605,21-05-2023,Sunday,evening,4:00 PM,8:00 PM,unavailable
3606,21-05-2023,Sunday,night,8:00 PM,12:00 AM,available
3607,22-05-2023,Monday,night,1:00 AM,4:00 AM,unavailable
3608,22-05-2023,Monday,morning,4:00 AM,8:00 AM,unavailable
3609,22-05-2023,Monday,forenoon,8:00 AM,12:00 PM,unavailable
3610,22-05-2023,Monday,afternoon,12:00 PM,4:00 PM,available
3611,22-05-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3612,22-05-2023,Monday,night,8:00 PM,12:00 AM,unavailable
3613,23-05-2023,Tuesday,night,1:00 AM,4:00 AM,available
3614,23-05-2023,Tuesday,morning,4:00 AM,8:00 AM,unavailable
3615,23-05-2023,Tuesday,forenoon,8:00 AM,12:00 PM,available
3616,23-05-2023,Tuesday,afternoon,12:00 PM,4:00 PM,unavailable
3617,23-05-2023,Tuesday,evening,4:00 PM,8:00 PM,available
3618,23-05-2023,Tuesday,night,8:00 PM,12:00 AM,available
3619,24-05-2023,Wednesday,night,1:00 AM,4:00 AM,available
3620,24-05-2023,Wednesday,morning,4:00 AM,8:00 AM,available
3621,24-05-2023,Wednesday,forenoon,8:00 AM,12:00 PM,unavailable
3622,24-05-2023,Wednesday,afternoon,12:00 PM,4:00 PM,unavailable
3623,24-05-2023,Wednesday,evening,4:00 PM,8:00 PM,available
3624,24-05-2023,Wednesday,night,8:00 PM,12:00 AM,available
3625,25-05-2023,Thursday,night,1:00 AM,4:00 AM,available
3626,25-05-2023,Thursday,morning,4:00 AM,8:00 AM,available
3627,25-05-2023,Thursday,forenoon,8:00 AM,12:00 PM,available
3628,25-05-2023,Thursday,afternoon,12:00 PM,4:00 PM,available
3629,25-05-2023,Thursday,evening,4:00 PM,8:00 PM,unavailable
3630,25-05-2023,Thursday,night,8:00 PM,12:00 AM,unavailable
3631,26-05-2023,Friday,night,1:00 AM,4:00 AM,available
3632,26-05-2023,Friday,morning,4:00 AM,8:00 AM,unavailable
3633,26-05-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3634,26-05-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3635,26-05-2023,Friday,evening,4:00 PM,8:00 PM,available
3636,26-05-2023,Friday,night,8:00 PM,12:00 AM,available
3637,27-05-2023,Saturday,night,1:00 AM,4:00 AM,available
3638,27-05-2023,Saturday,morning,4:00 AM,8:00 AM,available
3639,27-05-2023,Saturday,forenoon,8:00 AM,12:00 PM,unavailable
3640,27-05-2023,Saturday,afternoon,12:00 PM,4:00 PM,available
3641,27-05-2023,Saturday,evening,4:00 PM,8:00 PM,available
3642,27-05-2023,Saturday,night,8:00 PM,12:00 AM,unavailable
3643,28-05-2023,Sunday,night,1:00 AM,4:00 AM,available
3644,28-05-2023,Sunday,morning,4:00 AM,8:00 AM,unavailable
3645,28-05-2023,Sunday,forenoon,8:00 AM,12:00 PM,available
3646,28-05-2023,Sunday,afternoon,12:00 PM,4:00 PM,available
3647,28-05-2023,Sunday,evening,4:00 PM,8:00 PM,available
3648,28-05-2023,Sunday,night,8:00 PM,12:00 AM,available
3649,29-05-2023,Monday,night,1:00 AM,4:00 AM,unavailable
3650,29-05-2023,Monday,morning,4:00 AM,8:00 AM,unavailable
3651,29-05-2023,Monday,forenoon,8:00 AM,12:00 PM,unavailable
3652,29-05-2023,Monday,afternoon,12:00 PM,4:00 PM,unavailable
3653,29-05-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3654,29-05-2023,Monday,night,8:00 PM,12:00 AM,available
3655,30-05-2023,Tuesday,night,1:00 AM,4:00 AM,unavailable
3656,30-05-2023,Tuesday,morning,4:00 AM,8:00 AM,unavailable
3657,30-05-2023,Tuesday,forenoon,8:00 AM,12:00 PM,available
3658,30-05-2023,Tuesday,afternoon,12:00 PM,4:00 PM,available
3659,30-05-2023,Tuesday,evening,4:00 PM,8:00 PM,unavailable
3660,30-05-2023,Tuesday,night,8:00 PM,12:00 AM,unavailable
3661,31-05-2023,Wednesday,night,1:00 AM,4:00 AM,unavailable
3662,31-05-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3663,31-05-2023,Wednesday,forenoon,8:00 AM,12:00 PM,unavailable
3664,31-05-2023,Wednesday,afternoon,12:00 PM,4:00 PM,unavailable
3665,31-05-2023,Wednesday,evening,4:00 PM,8:00 PM,available
3666,31-05-2023,Wednesday,night,8:00 PM,12:00 AM,unavailable
3667,01-06-2023,Thursday,night,1:00 AM,4:00 AM,available
3668,01-06-2023,Thursday,morning,4:00 AM,8:00 AM,unavailable
3669,01-06-2023,Thursday,forenoon,8:00 AM,12:00 PM,unavailable
3670,01-06-2023,Thursday,afternoon,12:00 PM,4:00 PM,available
3671,01-06-2023,Thursday,evening,4:00 PM,8:00 PM,unavailable
3672,01-06-2023,Thursday,night,8:00 PM,12:00 AM,available
3673,02-06-2023,Friday,night,1:00 AM,4:00 AM,unavailable
3674,02-06-2023,Friday,morning,4:00 AM,8:00 AM,available
3675,02-06-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3676,02-06-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3677,02-06-2023,Friday,evening,4:00 PM,8:00 PM,available
3678,02-06-2023,Friday,night,8:00 PM,12:00 AM,available
3679,03-06-2023,Saturday,night,1:00 AM,4:00 AM,unavailable
3680,03-06-2023,Saturday,morning,4:00 AM,8:00 AM,available
3681,03-06-2023,Saturday,forenoon,8:00 AM,12:00 PM,unavailable
3682,03-06-2023,Saturday,afternoon,12:00 PM,4:00 PM,available
3683,03-06-2023,Saturday,evening,4:00 PM,8:00 PM,unavailable
3684,03-06-2023,Saturday,night,8:00 PM,12:00 AM,available
3685,04-06-2023,Sunday,night,1:00 AM,4:00 AM,available
3686,04-06-2023,Sunday,morning,4:00 AM,8:00 AM,unavailable
3687,04-06-2023,Sunday,forenoon,8:00 AM,12:00 PM,unavailable
3688,04-06-2023,Sunday,afternoon,12:00 PM,4:00 PM,available
3689,04-06-2023,Sunday,evening,4:00 PM,8:00 PM,available
3690,04-06-2023,Sunday,night,8:00 PM,12:00 AM,unavailable
3691,05-06-2023,Monday,night,1:00 AM,4:00 AM,unavailable
3692,05-06-2023,Monday,morning,4:00 AM,8:00 AM,unavailable
3693,05-06-2023,Monday,forenoon,8:00 AM,12:00 PM,unavailable
3694,05-06-2023,Monday,afternoon,12:00 PM,4:00 PM,unavailable
3695,05-06-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3696,05-06-2023,Monday,night,8:00 PM,12:00 AM,available
3697,06-06-2023,Tuesday,night,1:00 AM,4:00 AM,available
3698,06-06-2023,Tuesday,morning,4:00 AM,8:00 AM,unavailable
3699,06-06-2023,Tuesday,forenoon,8:00 AM,12:00 PM,unavailable
3700,06-06-2023,Tuesday,afternoon,12:00 PM,4:00 PM,unavailable
3701,06-06-2023,Tuesday,evening,4:00 PM,8:00 PM,available
3702,06-06-2023,Tuesday,night,8:00 PM,12:00 AM,available
3703,07-06-2023,Wednesday,night,1:00 AM,4:00 AM,unavailable
3704,07-06-2023,Wednesday,morning,4:00 AM,8:00 AM,available
3705,07-06-2023,Wednesday,forenoon,8:00 AM,12:00 PM,available
3706,07-06-2023,Wednesday,afternoon,12:00 PM,4:00 PM,unavailable
3707,07-06-2023,Wednesday,evening,4:00 PM,8:00 PM,unavailable
3708,07-06-2023,Wednesday,night,8:00 PM,12:00 AM,available
3709,08-06-2023,Thursday,night,1:00 AM,4:00 AM,unavailable
3710,08-06-2023,Thursday,morning,4:00 AM,8:00 AM,unavailable
3711,08-06-2023,Thursday,forenoon,8:00 AM,12:00 PM,available
3712,08-06-2023,Thursday,afternoon,12:00 PM,4:00 PM,unavailable
3713,08-06-2023,Thursday,evening,4:00 PM,8:00 PM,unavailable
3714,08-06-2023,Thursday,night,8:00 PM,12:00 AM,unavailable
3715,09-06-2023,Friday,night,1:00 AM,4:00 AM,unavailable
3716,09-06-2023,Friday,morning,4:00 AM,8:00 AM,available
3717,09-06-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3718,09-06-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3719,09-06-2023,Friday,evening,4:00 PM,8:00 PM,unavailable
3720,09-06-2023,Friday,night,8:00 PM,12:00 AM,unavailable
3721,10-06-2023,Saturday,night,1:00 AM,4:00 AM,unavailable
3722,10-06-2023,Saturday,morning,4:00 AM,8:00 AM,available
3723,10-06-2023,Saturday,forenoon,8:00 AM,12:00 PM,unavailable
3724,10-06-2023,Saturday,afternoon,12:00 PM,4:00 PM,available
3725,10-06-2023,Saturday,evening,4:00 PM,8:00 PM,available
3726,10-06-2023,Saturday,night,8:00 PM,12:00 AM,available
3727,11-06-2023,Sunday,night,1:00 AM,4:00 AM,unavailable
3728,11-06-2023,Sunday,morning,4:00 AM,8:00 AM,unavailable
3729,11-06-2023,Sunday,forenoon,8:00 AM,12:00 PM,available
3730,11-06-2023,Sunday,afternoon,12:00 PM,4:00 PM,unavailable
3731,11-06-2023,Sunday,evening,4:00 PM,8:00 PM,available
3732,11-06-2023,Sunday,night,8:00 PM,12:00 AM,unavailable
3733,12-06-2023,Monday,night,1:00 AM,4:00 AM,available
3734,12-06-2023,Monday,morning,4:00 AM,8:00 AM,available
3735,12-06-2023,Monday,forenoon,8:00 AM,12:00 PM,unavailable
3736,12-06-2023,Monday,afternoon,12:00 PM,4:00 PM,available
3737,12-06-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3738,12-06-2023,Monday,night,8:00 PM,12:00 AM,available
3739,13-06-2023,Tuesday,night,1:00 AM,4:00 AM,available
3740,13-06-2023,Tuesday,morning,4:00 AM,8:00 AM,available
3741,13-06-2023,Tuesday,forenoon,8:00 AM,12:00 PM,unavailable
3742,13-06-2023,Tuesday,afternoon,12:00 PM,4:00 PM,available
3743,13-06-2023,Tuesday,evening,4:00 PM,8:00 PM,unavailable
3744,13-06-2023,Tuesday,night,8:00 PM,12:00 AM,available
3745,14-06-2023,Wednesday,night,1:00 AM,4:00 AM,unavailable
3746,14-06-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3747,14-06-2023,Wednesday,forenoon,8:00 AM,12:00 PM,unavailable
3748,14-06-2023,Wednesday,afternoon,12:00 PM,4:00 PM,unavailable
3749,14-06-2023,Wednesday,evening,4:00 PM,8:00 PM,available
3750,14-06-2023,Wednesday,night,8:00 PM,12:00 AM,unavailable
3751,15-06-2023,Thursday,night,1:00 AM,4:00 AM,unavailable
3752,15-06-2023,Thursday,morning,4:00 AM,8:00 AM,unavailable
3753,15-06-2023,Thursday,forenoon,8:00 AM,12:00 PM,unavailable
3754,15-06-2023,Thursday,afternoon,12:00 PM,4:00 PM,unavailable
3755,15-06-2023,Thursday,evening,4:00 PM,8:00 PM,available
3756,15-06-2023,Thursday,night,8:00 PM,12:00 AM,available
3757,16-06-2023,Friday,night,1:00 AM,4:00 AM,unavailable
3758,16-06-2023,Friday,morning,4:00 AM,8:00 AM,available
3759,16-06-2023,Friday,forenoon,8:00 AM,12:00 PM,available
3760,16-06-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3761,16-06-2023,Friday,evening,4:00 PM,8:00 PM,unavailable
3762,16-06-2023,Friday,night,8:00 PM,12:00 AM,available
3763,17-06-2023,Saturday,night,1:00 AM,4:00 AM,unavailable
3764,17-06-2023,Saturday,morning,4:00 AM,8:00 AM,unavailable
3765,17-06-2023,Saturday,forenoon,8:00 AM,12:00 PM,unavailable
3766,17-06-2023,Saturday,afternoon,12:00 PM,4:00 PM,unavailable
3767,17-06-2023,Saturday,evening,4:00 PM,8:00 PM,available
3768,17-06-2023,Saturday,night,8:00 PM,12:00 AM,unavailable
3769,18-06-2023,Sunday,night,1:00 AM,4:00 AM,unavailable
3770,18-06-2023,Sunday,morning,4:00 AM,8:00 AM,available
3771,18-06-2023,Sunday,forenoon,8:00 AM,12:00 PM,unavailable
3772,18-06-2023,Sunday,afternoon,12:00 PM,4:00 PM,available
3773,18-06-2023,Sunday,evening,4:00 PM,8:00 PM,unavailable
3774,18-06-2023,Sunday,night,8:00 PM,12:00 AM,available
3775,19-06-2023,Monday,night,1:00 AM,4:00 AM,unavailable
3776,19-06-2023,Monday,morning,4:00 AM,8:00 AM,available
3777,19-06-2023,Monday,forenoon,8:00 AM,12:00 PM,available
3778,19-06-2023,Monday,afternoon,12:00 PM,4:00 PM,available
3779,19-06-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3780,19-06-2023,Monday,night,8:00 PM,12:00 AM,unavailable
3781,20-06-2023,Tuesday,night,1:00 AM,4:00 AM,unavailable
3782,20-06-2023,Tuesday,morning,4:00 AM,8:00 AM,available
3783,20-06-2023,Tuesday,forenoon,8:00 AM,12:00 PM,unavailable
3784,20-06-2023,Tuesday,afternoon,12:00 PM,4:00 PM,available
3785,20-06-2023,Tuesday,evening,4:00 PM,8:00 PM,available
3786,20-06-2023,Tuesday,night,8:00 PM,12:00 AM,unavailable
3787,21-06-2023,Wednesday,night,1:00 AM,4:00 AM,available
3788,21-06-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3789,21-06-2023,Wednesday,forenoon,8:00 AM,12:00 PM,available
3790,21-06-2023,Wednesday,afternoon,12:00 PM,4:00 PM,available
3791,21-06-2023,Wednesday,evening,4:00 PM,8:00 PM,unavailable
3792,21-06-2023,Wednesday,night,8:00 PM,12:00 AM,unavailable
3793,22-06-2023,Thursday,night,1:00 AM,4:00 AM,available
3794,22-06-2023,Thursday,morning,4:00 AM,8:00 AM,available
3795,22-06-2023,Thursday,forenoon,8:00 AM,12:00 PM,available
3796,22-06-2023,Thursday,afternoon,12:00 PM,4:00 PM,unavailable
3797,22-06-2023,Thursday,evening,4:00 PM,8:00 PM,available
3798,22-06-2023,Thursday,night,8:00 PM,12:00 AM,available
3799,23-06-2023,Friday,night,1:00 AM,4:00 AM,available
3800,23-06-2023,Friday,morning,4:00 AM,8:00 AM,unavailable
3801,23-06-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3802,23-06-2023,Friday,afternoon,12:00 PM,4:00 PM,available
3803,23-06-2023,Friday,evening,4:00 PM,8:00 PM,available
3804,23-06-2023,Friday,night,8:00 PM,12:00 AM,unavailable
3805,24-06-2023,Saturday,night,1:00 AM,4:00 AM,unavailable
3806,24-06-2023,Saturday,morning,4:00 AM,8:00 AM,available
3807,24-06-2023,Saturday,forenoon,8:00 AM,12:00 PM,unavailable
3808,24-06-2023,Saturday,afternoon,12:00 PM,4:00 PM,unavailable
3809,24-06-2023,Saturday,evening,4:00 PM,8:00 PM,available
3810,24-06-2023,Saturday,night,8:00 PM,12:00 AM,available
3811,25-06-2023,Sunday,night,1:00 AM,4:00 AM,available
3812,25-06-2023,Sunday,morning,4:00 AM,8:00 AM,available
3813,25-06-2023,Sunday,forenoon,8:00 AM,12:00 PM,available
3814,25-06-2023,Sunday,afternoon,12:00 PM,4:00 PM,available
3815,25-06-2023,Sunday,evening,4:00 PM,8:00 PM,unavailable
3816,25-06-2023,Sunday,night,8:00 PM,12:00 AM,available
3817,26-06-2023,Monday,night,1:00 AM,4:00 AM,available
3818,26-06-2023,Monday,morning,4:00 AM,8:00 AM,unavailable
3819,26-06-2023,Monday,forenoon,8:00 AM,12:00 PM,available
3820,26-06-2023,Monday,afternoon,12:00 PM,4:00 PM,unavailable
3821,26-06-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3822,26-06-2023,Monday,night,8:00 PM,12:00 AM,unavailable
3823,27-06-2023,Tuesday,night,1:00 AM,4:00 AM,unavailable
3824,27-06-2023,Tuesday,morning,4:00 AM,8:00 AM,unavailable
3825,27-06-2023,Tuesday,forenoon,8:00 AM,12:00 PM,unavailable
3826,27-06-2023,Tuesday,afternoon,12:00 PM,4:00 PM,unavailable
3827,27-06-2023,Tuesday,evening,4:00 PM,8:00 PM,available
3828,27-06-2023,Tuesday,night,8:00 PM,12:00 AM,unavailable
3829,28-06-2023,Wednesday,night,1:00 AM,4:00 AM,unavailable
3830,28-06-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3831,28-06-2023,Wednesday,forenoon,8:00 AM,12:00 PM,available
3832,28-06-2023,Wednesday,afternoon,12:00 PM,4:00 PM,available
3833,28-06-2023,Wednesday,evening,4:00 PM,8:00 PM,unavailable
3834,28-06-2023,Wednesday,night,8:00 PM,12:00 AM,available
3835,29-06-2023,Thursday,night,1:00 AM,4:00 AM,unavailable
3836,29-06-2023,Thursday,morning,4:00 AM,8:00 AM,available
3837,29-06-2023,Thursday,forenoon,8:00 AM,12:00 PM,available
3838,29-06-2023,Thursday,afternoon,12:00 PM,4:00 PM,unavailable
3839,29-06-2023,Thursday,evening,4:00 PM,8:00 PM,unavailable
3840,29-06-2023,Thursday,night,8:00 PM,12:00 AM,unavailable
3841,30-06-2023,Friday,night,1:00 AM,4:00 AM,available
3842,30-06-2023,Friday,morning,4:00 AM,8:00 AM,available
3843,30-06-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3844,30-06-2023,Friday,afternoon,12:00 PM,4:00 PM,available
3845,30-06-2023,Friday,evening,4:00 PM,8:00 PM,unavailable
3846,30-06-2023,Friday,night,8:00 PM,12:00 AM,unavailable
3847,01-07-2023,Saturday,night,1:00 AM,4:00 AM,unavailable
3848,01-07-2023,Saturday,morning,4:00 AM,8:00 AM,unavailable
3849,01-07-2023,Saturday,forenoon,8:00 AM,12:00 PM,available
3850,01-07-2023,Saturday,afternoon,12:00 PM,4:00 PM,unavailable
3851,01-07-2023,Saturday,evening,4:00 PM,8:00 PM,unavailable
3852,01-07-2023,Saturday,night,8:00 PM,12:00 AM,available
3853,02-07-2023,Sunday,night,1:00 AM,4:00 AM,available
3854,02-07-2023,Sunday,morning,4:00 AM,8:00 AM,available
3855,02-07-2023,Sunday,forenoon,8:00 AM,12:00 PM,unavailable
3856,02-07-2023,Sunday,afternoon,12:00 PM,4:00 PM,unavailable
3857,02-07-2023,Sunday,evening,4:00 PM,8:00 PM,available
3858,02-07-2023,Sunday,night,8:00 PM,12:00 AM,available
3859,03-07-2023,Monday,night,1:00 AM,4:00 AM,available
3860,03-07-2023,Monday,morning,4:00 AM,8:00 AM,available
3861,03-07-2023,Monday,forenoon,8:00 AM,12:00 PM,available
3862,03-07-2023,Monday,afternoon,12:00 PM,4:00 PM,available
3863,03-07-2023,Monday,evening,4:00 PM,8:00 PM,available
3864,03-07-2023,Monday,night,8:00 PM,12:00 AM,available
3865,04-07-2023,Tuesday,night,1:00 AM,4:00 AM,unavailable
3866,04-07-2023,Tuesday,morning,4:00 AM,8:00 AM,unavailable
3867,04-07-2023,Tuesday,forenoon,8:00 AM,12:00 PM,available
3868,04-07-2023,Tuesday,afternoon,12:00 PM,4:00 PM,unavailable
3869,04-07-2023,Tuesday,evening,4:00 PM,8:00 PM,available
3870,04-07-2023,Tuesday,night,8:00 PM,12:00 AM,available
3871,05-07-2023,Wednesday,night,1:00 AM,4:00 AM,unavailable
3872,05-07-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3873,05-07-2023,Wednesday,forenoon,8:00 AM,12:00 PM,available
3874,05-07-2023,Wednesday,afternoon,12:00 PM,4:00 PM,available
3875,05-07-2023,Wednesday,evening,4:00 PM,8:00 PM,available
3876,05-07-2023,Wednesday,night,8:00 PM,12:00 AM,available
3877,06-07-2023,Thursday,night,1:00 AM,4:00 AM,unavailable
3878,06-07-2023,Thursday,morning,4:00 AM,8:00 AM,unavailable
3879,06-07-2023,Thursday,forenoon,8:00 AM,12:00 PM,available
3880,06-07-2023,Thursday,afternoon,12:00 PM,4:00 PM,unavailable
3881,06-07-2023,Thursday,evening,4:00 PM,8:00 PM,unavailable
3882,06-07-2023,Thursday,night,8:00 PM,12:00 AM,available
3883,07-07-2023,Friday,night,1:00 AM,4:00 AM,available
3884,07-07-2023,Friday,morning,4:00 AM,8:00 AM,unavailable
3885,07-07-2023,Friday,forenoon,8:00 AM,12:00 PM,available
3886,07-07-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3887,07-07-2023,Friday,evening,4:00 PM,8:00 PM,available
3888,07-07-2023,Friday,night,8:00 PM,12:00 AM,unavailable
3889,08-07-2023,Saturday,night,1:00 AM,4:00 AM,unavailable
3890,08-07-2023,Saturday,morning,4:00 AM,8:00 AM,available
3891,08-07-2023,Saturday,forenoon,8:00 AM,12:00 PM,available
3892,08-07-2023,Saturday,afternoon,12:00 PM,4:00 PM,unavailable
3893,08-07-2023,Saturday,evening,4:00 PM,8:00 PM,available
3894,08-07-2023,Saturday,night,8:00 PM,12:00 AM,available
3895,09-07-2023,Sunday,night,1:00 AM,4:00 AM,unavailable
3896,09-07-2023,Sunday,morning,4:00 AM,8:00 AM,available
3897,09-07-2023,Sunday,forenoon,8:00 AM,12:00 PM,unavailable
3898,09-07-2023,Sunday,afternoon,12:00 PM,4:00 PM,available
3899,09-07-2023,Sunday,evening,4:00 PM,8:00 PM,unavailable
3900,09-07-2023,Sunday,night,8:00 PM,12:00 AM,available
3901,10-07-2023,Monday,night,1:00 AM,4:00 AM,unavailable
3902,10-07-2023,Monday,morning,4:00 AM,8:00 AM,available
3903,10-07-2023,Monday,forenoon,8:00 AM,12:00 PM,unavailable
3904,10-07-2023,Monday,afternoon,12:00 PM,4:00 PM,unavailable
3905,10-07-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3906,10-07-2023,Monday,night,8:00 PM,12:00 AM,available
3907,11-07-2023,Tuesday,night,1:00 AM,4:00 AM,unavailable
3908,11-07-2023,Tuesday,morning,4:00 AM,8:00 AM,available
3909,11-07-2023,Tuesday,forenoon,8:00 AM,12:00 PM,unavailable
3910,11-07-2023,Tuesday,afternoon,12:00 PM,4:00 PM,unavailable
3911,11-07-2023,Tuesday,evening,4:00 PM,8:00 PM,unavailable
3912,11-07-2023,Tuesday,night,8:00 PM,12:00 AM,unavailable
3913,12-07-2023,Wednesday,night,1:00 AM,4:00 AM,available
3914,12-07-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3915,12-07-2023,Wednesday,forenoon,8:00 AM,12:00 PM,unavailable
3916,12-07-2023,Wednesday,afternoon,12:00 PM,4:00 PM,available
3917,12-07-2023,Wednesday,evening,4:00 PM,8:00 PM,available
3918,12-07-2023,Wednesday,night,8:00 PM,12:00 AM,available
3919,13-07-2023,Thursday,night,1:00 AM,4:00 AM,unavailable
3920,13-07-2023,Thursday,morning,4:00 AM,8:00 AM,available
3921,13-07-2023,Thursday,forenoon,8:00 AM,12:00 PM,available
3922,13-07-2023,Thursday,afternoon,12:00 PM,4:00 PM,unavailable
3923,13-07-2023,Thursday,evening,4:00 PM,8:00 PM,available
3924,13-07-2023,Thursday,night,8:00 PM,12:00 AM,unavailable
3925,14-07-2023,Friday,night,1:00 AM,4:00 AM,available
3926,14-07-2023,Friday,morning,4:00 AM,8:00 AM,available
3927,14-07-2023,Friday,forenoon,8:00 AM,12:00 PM,unavailable
3928,14-07-2023,Friday,afternoon,12:00 PM,4:00 PM,unavailable
3929,14-07-2023,Friday,evening,4:00 PM,8:00 PM,available
3930,14-07-2023,Friday,night,8:00 PM,12:00 AM,available
3931,15-07-2023,Saturday,night,1:00 AM,4:00 AM,available
3932,15-07-2023,Saturday,morning,4:00 AM,8:00 AM,unavailable
3933,15-07-2023,Saturday,forenoon,8:00 AM,12:00 PM,available
3934,15-07-2023,Saturday,afternoon,12:00 PM,4:00 PM,unavailable
3935,15-07-2023,Saturday,evening,4:00 PM,8:00 PM,unavailable
3936,15-07-2023,Saturday,night,8:00 PM,12:00 AM,available
3937,16-07-2023,Sunday,night,1:00 AM,4:00 AM,unavailable
3938,16-07-2023,Sunday,morning,4:00 AM,8:00 AM,available
3939,16-07-2023,Sunday,forenoon,8:00 AM,12:00 PM,available
3940,16-07-2023,Sunday,afternoon,12:00 PM,4:00 PM,available
3941,16-07-2023,Sunday,evening,4:00 PM,8:00 PM,available
3942,16-07-2023,Sunday,night,8:00 PM,12:00 AM,available
3943,17-07-2023,Monday,night,1:00 AM,4:00 AM,available
3944,17-07-2023,Monday,morning,4:00 AM,8:00 AM,unavailable
3945,17-07-2023,Monday,forenoon,8:00 AM,12:00 PM,unavailable
3946,17-07-2023,Monday,afternoon,12:00 PM,4:00 PM,unavailable
3947,17-07-2023,Monday,evening,4:00 PM,8:00 PM,unavailable
3948,17-07-2023,Monday,night,8:00 PM,12:00 AM,unavailable
3949,18-07-2023,Tuesday,night,1:00 AM,4:00 AM,available
3950,18-07-2023,Tuesday,morning,4:00 AM,8:00 AM,unavailable
3951,18-07-2023,Tuesday,forenoon,8:00 AM,12:00 PM,unavailable
3952,18-07-2023,Tuesday,afternoon,12:00 PM,4:00 PM,unavailable
3953,18-07-2023,Tuesday,evening,4:00 PM,8:00 PM,available
3954,18-07-2023,Tuesday,night,8:00 PM,12:00 AM,available
3955,19-07-2023,Wednesday,night,1:00 AM,4:00 AM,available
3956,19-07-2023,Wednesday,morning,4:00 AM,8:00 AM,unavailable
3957,19-07-2023,Wednesday,forenoon,8:00 AM,12:00 PM,unavailable
3958,19-07-2023,Wednesday,afternoon,12:00 PM,4:00 PM,available
3959,19-07-2023,Wednesday,evening,4:00 PM,8:00 PM,unavailable
